"","origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib"
"2302","EWR",2013,4,7,1,42.98,28.04,55.27,170,5.7539,6.621473042,0,1026.3,10
"2303","EWR",2013,4,7,2,41,28.04,59.65,180,6.90468,7.9457676504,0,1026.6,10
"2304","EWR",2013,4,7,3,39.92,28.04,62.21,180,6.90468,7.9457676504,0,1026.4,10
"2305","EWR",2013,4,7,4,39.02,28.04,64.43,190,10.35702,11.9186514756,0,1026.2,10
"2306","EWR",2013,4,7,5,39.02,28.94,66.85,190,12.65858,14.5672406924,0,1026.4,10
"2307","EWR",2013,4,7,6,39.02,28.94,66.85,200,10.35702,11.9186514756,0,1025.7,10
"2308","EWR",2013,4,7,7,39.02,30.02,69.86,180,10.35702,11.9186514756,0,1025.5,10
"2309","EWR",2013,4,7,8,39.02,30.92,72.46,180,6.90468,7.9457676504,0,1025.5,10
"2310","EWR",2013,4,7,9,39.02,30.92,72.46,190,8.05546,9.2700622588,0,1025.5,10
"2311","EWR",2013,4,7,10,39.92,30.02,67.45,220,5.7539,6.621473042,0,1025.7,10
"2312","EWR",2013,4,7,11,42.08,28.04,57.22,200,8.05546,9.2700622588,0,1025.4,10
"2313","EWR",2013,4,7,12,44.06,26.06,48.87,180,8.05546,9.2700622588,0,1025.2,10
"2314","EWR",2013,4,7,13,46.94,26.96,45.48,180,13.80936,15.8915353008,0,1024.7,10
"2315","EWR",2013,4,7,14,51.08,28.04,40.73,180,13.80936,15.8915353008,0,1024,10
"2316","EWR",2013,4,7,15,53.96,26.96,35.04,200,12.65858,14.5672406924,0,1022.9,10
"2317","EWR",2013,4,7,16,57.02,26.06,30.21,160,10.35702,11.9186514756,0,1020.9,10
"2318","EWR",2013,4,7,17,55.94,37.94,50.72,130,12.65858,14.5672406924,0,1019.9,10
"2319","EWR",2013,4,7,18,57.02,39.02,50.88,130,16.11092,18.5401245176,0,1018.7,10
"2320","EWR",2013,4,7,19,57.02,39.92,52.7,140,16.11092,18.5401245176,0,1017.1,10
"2321","EWR",2013,4,7,20,55.94,41,57.14,150,14.96014,17.2158299092,0,1016.5,10
"2322","EWR",2013,4,7,21,55.94,42.08,59.58,140,11.5078,13.242946084,0,1015.6,10
"2323","EWR",2013,4,7,22,59,41,51.18,170,17.2617,19.864419126,0,1015.9,10
"2324","EWR",2013,4,7,23,57.92,42.08,55.47,190,9.20624,10.5943568672,0,1016.6,10
"2325","EWR",2013,4,8,0,55.94,42.98,61.67,180,10.35702,11.9186514756,0,1017,10
"2326","EWR",2013,4,8,1,53.96,42.98,66.28,190,9.20624,10.5943568672,0,1016.9,10
"2327","EWR",2013,4,8,2,53.96,42.98,66.28,200,11.5078,13.242946084,0,1016.6,10
"2328","EWR",2013,4,8,3,53.96,42.98,66.28,200,12.65858,14.5672406924,0,1015.9,10
"2329","EWR",2013,4,8,4,51.98,42.98,71.28,210,9.20624,10.5943568672,0,1015.6,10
"2330","EWR",2013,4,8,5,53.06,42.98,68.5,230,10.35702,11.9186514756,0,1015.2,10
"2331","EWR",2013,4,8,6,51.98,42.98,71.28,220,9.20624,10.5943568672,0,1015,10
"2332","EWR",2013,4,8,7,51.08,42.98,73.69,250,5.7539,6.621473042,0,1015.3,10
"2333","EWR",2013,4,8,8,51.08,42.98,73.69,0,0,0,0,1015.6,10
"2334","EWR",2013,4,8,9,48.92,42.98,79.86,210,3.45234,3.9728838252,0,1015.8,10
"2335","EWR",2013,4,8,10,48.02,42.08,79.79,220,4.60312,5.2971784336,0,1016.8,10
"2336","EWR",2013,4,8,11,53.06,44.06,71.4,270,5.7539,6.621473042,0,1017.6,10
"2337","EWR",2013,4,8,12,59,44.06,57.57,0,0,0,0,1017.6,10
"2338","EWR",2013,4,8,13,62.06,41,45.91,40,3.45234,3.9728838252,0,1018,10
"2339","EWR",2013,4,8,14,64.94,39.92,39.79,330,3.45234,3.9728838252,0,1018,10
"2340","EWR",2013,4,8,15,66.02,39.02,37,110,5.7539,6.621473042,0,1018.1,10
"2341","EWR",2013,4,8,16,69.98,39.02,32.29,50,5.7539,6.621473042,0,1017.6,10
"2342","EWR",2013,4,8,17,71.06,39.92,32.23,140,9.20624,10.5943568672,0,1016.9,10
"2343","EWR",2013,4,8,18,71.06,41,33.61,150,9.20624,10.5943568672,0,1016.3,10
"2344","EWR",2013,4,8,19,68,41,37.32,130,10.35702,11.9186514756,0,1015.9,10
"2345","EWR",2013,4,8,20,66.92,41,38.74,150,14.96014,17.2158299092,0,1015.9,10
"2346","EWR",2013,4,8,21,64.04,42.08,44.64,120,9.20624,10.5943568672,0,1015.9,10
"2347","EWR",2013,4,8,22,62.96,42.98,48,NA,3.45234,3.9728838252,0,1016,10
"2348","EWR",2013,4,8,23,59,44.06,57.57,80,5.7539,6.621473042,0,1016.1,10
"2349","EWR",2013,4,9,0,55.94,44.96,66.52,110,3.45234,3.9728838252,0,1016.5,10
"2350","EWR",2013,4,9,1,55.04,46.04,71.6,90,5.7539,6.621473042,0,1016,10
"2351","EWR",2013,4,9,2,53.06,46.04,76.98,80,3.45234,3.9728838252,0,1016.2,10
"2352","EWR",2013,4,9,3,53.06,46.04,76.98,40,4.60312,5.2971784336,0,1015.8,10
"2353","EWR",2013,4,9,4,51.98,46.04,80.1,70,5.7539,6.621473042,0,1015.2,10
"2354","EWR",2013,4,9,5,51.98,46.94,82.87,60,3.45234,3.9728838252,0,1014.7,10
"2355","EWR",2013,4,9,6,51.98,46.94,82.87,70,5.7539,6.621473042,0,1013.9,10
"2356","EWR",2013,4,9,7,51.08,46.94,85.67,0,0,0,0,1013.6,10
"2357","EWR",2013,4,9,8,53.06,48.02,82.94,0,0,0,0.01,1013.6,10
"2358","EWR",2013,4,9,9,53.06,48.02,82.94,190,3.45234,3.9728838252,0,1013.7,10
"2359","EWR",2013,4,9,10,53.06,48.02,82.94,210,3.45234,3.9728838252,0,1014.2,10
"2360","EWR",2013,4,9,11,57.02,51.08,80.49,220,5.7539,6.621473042,0,1014.5,9
"2361","EWR",2013,4,9,12,66.02,51.98,60.51,260,10.35702,11.9186514756,0,1014.4,9
"2362","EWR",2013,4,9,13,73.94,50,42.91,250,16.11092,18.5401245176,0,1013.8,10
"2363","EWR",2013,4,9,14,77,46.94,34.55,260,21.86482,25.1615975596,0,1014.1,10
"2364","EWR",2013,4,9,15,80.06,42.98,26.87,280,19.56326,22.5130083428,0,1014.2,10
"2365","EWR",2013,4,9,16,82.04,39.92,22.38,300,18.41248,21.1887137344,0,1014.1,10
"2366","EWR",2013,4,9,17,82.94,39.02,20.99,290,17.2617,19.864419126,0,1013.8,10
"2367","EWR",2013,4,9,18,84.02,37.04,18.75,270,18.41248,21.1887137344,0,1013.4,10
"2368","EWR",2013,4,9,19,84.02,35.96,17.97,270,14.96014,17.2158299092,0,1012.8,10
"2369","EWR",2013,4,9,20,84.02,33.98,16.61,NA,5.7539,6.621473042,0,1012.6,10
"2370","EWR",2013,4,9,21,82.94,33.98,17.2,260,6.90468,7.9457676504,0,1013,10
"2371","EWR",2013,4,9,22,80.96,30.92,16.22,250,11.5078,13.242946084,0,1013.5,10
"2372","EWR",2013,4,9,23,78.98,30.92,17.3,250,6.90468,7.9457676504,0,1013.8,10
"2373","EWR",2013,4,10,0,77,32,19.3,0,0,0,0,1014.2,10
"2374","EWR",2013,4,10,1,73.04,33.98,23.85,80,6.90468,7.9457676504,0,1014.6,10
"2375","EWR",2013,4,10,2,71.06,37.04,28.79,120,5.7539,6.621473042,0,1012.9,10
"2376","EWR",2013,4,10,3,68,41,37.32,190,4.60312,5.2971784336,0,1012.2,10
"2377","EWR",2013,4,10,4,66.92,46.94,48.6,190,8.05546,9.2700622588,0,1011.6,10
"2378","EWR",2013,4,10,5,69.08,51.08,52.67,200,8.05546,9.2700622588,0,1010.8,10
"2379","EWR",2013,4,10,6,68,51.98,56.51,210,12.65858,14.5672406924,0,1009.6,10
"2380","EWR",2013,4,10,7,68,51.98,56.51,340,13.80936,15.8915353008,0,1010.7,10
"2381","EWR",2013,4,10,8,62.06,44.06,51.64,30,6.90468,7.9457676504,0,1011.3,10
"2382","EWR",2013,4,10,9,57.02,46.04,66.65,20,8.05546,9.2700622588,0,1012.1,10
"2383","EWR",2013,4,10,10,55.94,46.04,69.3,10,4.60312,5.2971784336,0,1012.7,10
"2384","EWR",2013,4,10,11,60.08,46.94,61.79,360,5.7539,6.621473042,0,1013.7,10
"2385","EWR",2013,4,10,12,60.98,46.94,59.84,90,3.45234,3.9728838252,0,1013.6,10
"2386","EWR",2013,4,10,13,64.94,46.94,52.06,70,4.60312,5.2971784336,0,1013.3,10
"2387","EWR",2013,4,10,14,68,46.94,46.83,20,3.45234,3.9728838252,0,1013.2,10
"2388","EWR",2013,4,10,15,71.06,48.92,45.43,80,5.7539,6.621473042,0,1013.2,10
"2389","EWR",2013,4,10,16,71.06,48.92,45.43,80,6.90468,7.9457676504,0,1012.9,10
"2390","EWR",2013,4,10,17,73.04,48.92,42.48,100,10.35702,11.9186514756,0,1012.6,10
"2391","EWR",2013,4,10,18,69.08,48.02,46.99,130,11.5078,13.242946084,0,1012.2,10
"2392","EWR",2013,4,10,19,64.94,48.02,54.22,140,12.65858,14.5672406924,0,1011.7,10
"2393","EWR",2013,4,10,20,62.06,46.94,57.6,130,12.65858,14.5672406924,0,1011.5,10
"2394","EWR",2013,4,10,21,55.94,46.04,69.3,140,8.05546,9.2700622588,0,1011.3,10
"2395","EWR",2013,4,10,22,55.94,46.94,71.7,60,5.7539,6.621473042,0,1010.8,10
"2396","EWR",2013,4,10,23,59,53.96,83.34,120,12.65858,14.5672406924,0.17,1010.1,9
"2397","EWR",2013,4,11,0,57.92,53.96,86.63,0,0,0,0.05,1010.2,10
"2398","EWR",2013,4,11,1,57.2,53.6,87.74,210,6.90468,7.9457676504,0,NA,10
"2399","EWR",2013,4,11,2,57.92,57.02,96.81,0,0,0,0.17,1012,3
"2400","EWR",2013,4,11,3,57.2,55.4,93.69,190,3.45234,3.9728838252,0.04,NA,4
"2401","EWR",2013,4,11,4,57.02,55.94,96.17,210,6.90468,7.9457676504,0.01,1011.2,3
"2402","EWR",2013,4,11,5,57.2,57.2,100,180,5.7539,6.621473042,0,NA,3
"2403","EWR",2013,4,11,6,60.08,59,96.22,0,0,0,0,1007.9,4
"2404","EWR",2013,4,11,7,60.8,59,93.79,300,4.60312,5.2971784336,0,NA,4
"2405","EWR",2013,4,11,8,60.08,59,96.22,280,4.60312,5.2971784336,0,1010.5,5
"2406","EWR",2013,4,11,9,60.8,59,93.79,20,6.90468,7.9457676504,0,NA,5
"2407","EWR",2013,4,11,10,55.4,53.6,93.65,20,9.20624,10.5943568672,0,NA,6
"2408","EWR",2013,4,11,11,55.4,53.6,93.65,30,9.20624,10.5943568672,0,NA,8
"2409","EWR",2013,4,11,12,55.4,51.8,87.65,20,10.35702,11.9186514756,0,NA,10
"2410","EWR",2013,4,11,13,53.96,46.94,77.06,10,17.2617,19.864419126,0,1014,10
"2411","EWR",2013,4,11,14,53.6,46.4,76.5,30,13.80936,15.8915353008,0,NA,10
"2412","EWR",2013,4,11,15,57.92,46.94,66.75,30,9.20624,10.5943568672,0,1014.5,10
"2413","EWR",2013,4,11,16,59,48.02,66.88,30,6.90468,7.9457676504,0,1014.5,10
"2414","EWR",2013,4,11,17,59,48.02,66.88,100,4.60312,5.2971784336,0,1014.5,10
"2415","EWR",2013,4,11,18,60.8,48.2,63.15,80,5.7539,6.621473042,0,NA,10
"2416","EWR",2013,4,11,19,60.08,48.02,64.35,120,6.90468,7.9457676504,0,1013.9,10
"2417","EWR",2013,4,11,20,53.96,48.02,80.25,130,6.90468,7.9457676504,0,1014.3,10
"2418","EWR",2013,4,11,21,51.8,46.4,81.74,130,11.5078,13.242946084,0,NA,10
"2419","EWR",2013,4,11,22,50,44.6,81.61,120,16.11092,18.5401245176,0,NA,10
"2420","EWR",2013,4,11,23,48.92,42.98,79.86,110,14.96014,17.2158299092,0,1016,10
"2421","EWR",2013,4,12,0,48.2,42.8,81.47,110,11.5078,13.242946084,0,NA,10
"2422","EWR",2013,4,12,1,48.2,42.8,81.47,90,10.35702,11.9186514756,0,NA,10
"2423","EWR",2013,4,12,2,50,41,71.07,70,9.20624,10.5943568672,0,1016.9,10
"2424","EWR",2013,4,12,3,48.92,39.02,68.51,70,11.5078,13.242946084,0,1016.7,10
"2425","EWR",2013,4,12,4,48.92,37.94,65.67,70,13.80936,15.8915353008,0,1016,10
"2426","EWR",2013,4,12,5,48.92,37.94,65.67,70,9.20624,10.5943568672,0,1015.9,10
"2427","EWR",2013,4,12,6,48.02,39.02,70.86,80,13.80936,15.8915353008,0,1015.5,10
"2428","EWR",2013,4,12,7,46.4,42.8,87.19,80,11.5078,13.242946084,0,NA,10
"2429","EWR",2013,4,12,8,44.6,42.8,93.35,70,11.5078,13.242946084,0,NA,2.5
"2430","EWR",2013,4,12,9,44.06,42.08,92.69,70,17.2617,19.864419126,0.01,1013.8,3
"2431","EWR",2013,4,12,10,44.6,41,87.09,70,17.2617,19.864419126,0,NA,2.5
"2432","EWR",2013,4,12,11,44.6,41,87.09,70,13.80936,15.8915353008,0,NA,2.5
"2433","EWR",2013,4,12,12,42.98,39.92,88.85,60,13.80936,15.8915353008,0.01,1012.5,4
"2434","EWR",2013,4,12,13,42.8,39.2,86.99,50,9.20624,10.5943568672,0.02,NA,2
"2435","EWR",2013,4,12,14,42.8,41,93.3,60,12.65858,14.5672406924,0.04,NA,1.5
"2436","EWR",2013,4,12,15,42.8,39.2,86.99,60,17.2617,19.864419126,0.12,NA,3
"2437","EWR",2013,4,12,16,44.06,41,88.9,50,14.96014,17.2158299092,0.04,1009.6,6
"2438","EWR",2013,4,12,17,44.06,41,88.9,50,12.65858,14.5672406924,0.01,1009,4
"2439","EWR",2013,4,12,18,44.06,41,88.9,40,14.96014,17.2158299092,0.03,1008,10
"2440","EWR",2013,4,12,19,42.8,41,93.3,30,17.2617,19.864419126,0,NA,3
"2441","EWR",2013,4,12,20,44.06,41,88.9,40,17.2617,19.864419126,0,1006.7,8
"2442","EWR",2013,4,12,21,42.98,41,92.65,50,16.11092,18.5401245176,0,1007.3,4
"2443","EWR",2013,4,12,22,42.8,41,93.3,40,17.2617,19.864419126,0,NA,2.5
"2444","EWR",2013,4,12,23,44.06,42.08,92.69,40,13.80936,15.8915353008,0,1006.2,6
"2445","EWR",2013,4,13,0,44.06,42.08,92.69,20,12.65858,14.5672406924,0,1006.4,6
"2446","EWR",2013,4,13,1,44.06,42.08,92.69,40,9.20624,10.5943568672,0,1006.8,7
"2447","EWR",2013,4,13,2,42.98,42.08,96.6,10,12.65858,14.5672406924,0,1007.4,5
"2448","EWR",2013,4,13,3,42.98,41,92.65,360,10.35702,11.9186514756,0.02,1007.7,9
"2449","EWR",2013,4,13,4,42.08,41,95.92,20,12.65858,14.5672406924,0.04,1007.5,9
"2450","EWR",2013,4,13,5,42.8,39.2,86.99,10,11.5078,13.242946084,0,NA,10
"2451","EWR",2013,4,13,6,42.98,39.92,88.85,350,8.05546,9.2700622588,0,1009.1,10
"2452","EWR",2013,4,13,7,42.98,39.02,85.79,340,10.35702,11.9186514756,0,1009.7,10
"2453","EWR",2013,4,13,8,42.8,39.2,86.99,340,9.20624,10.5943568672,0,NA,10
"2454","EWR",2013,4,13,9,41,37.94,88.76,10,5.7539,6.621473042,0,1010,10
"2455","EWR",2013,4,13,10,41,37.94,88.76,300,4.60312,5.2971784336,0,1011.1,10
"2456","EWR",2013,4,13,11,44.06,39.02,82.31,0,0,0,0,1011.3,10
"2457","EWR",2013,4,13,12,46.04,39.92,79.07,0,0,0,0,1012,10
"2458","EWR",2013,4,13,13,48.02,39.92,73.39,0,0,0,0,1012.5,10
"2459","EWR",2013,4,13,14,48.2,39.2,70.88,0,0,0,0,NA,10
"2460","EWR",2013,4,13,15,48.92,35.96,60.74,0,0,0,0,1012.8,10
"2461","EWR",2013,4,13,16,53.96,35.96,50.42,0,0,0,0,1011.8,10
"2462","EWR",2013,4,13,17,55.04,33.08,43.21,0,0,0,0,1011.7,10
"2463","EWR",2013,4,13,18,55.04,33.98,44.8,160,8.05546,9.2700622588,0,1011.2,10
"2464","EWR",2013,4,13,19,59,32,35.87,230,13.80936,15.8915353008,0,1011.2,10
"2465","EWR",2013,4,13,20,59,32,35.87,260,13.80936,15.8915353008,0,1011.1,10
"2466","EWR",2013,4,13,21,57.92,33.08,38.94,250,14.96014,17.2158299092,0,1011.6,10
"2467","EWR",2013,4,13,22,57.02,30.92,36.87,270,11.5078,13.242946084,0,1012.3,10
"2468","EWR",2013,4,13,23,55.04,32,41.38,280,6.90468,7.9457676504,0,1012.5,10
"2469","EWR",2013,4,14,0,53.96,32,43.04,330,9.20624,10.5943568672,0,1013.4,10
"2470","EWR",2013,4,14,1,50,42.08,74.1,100,5.7539,6.621473042,0,1014.2,10
"2471","EWR",2013,4,14,2,50,41,71.07,0,0,0,0,1014.8,10
"2472","EWR",2013,4,14,3,48.92,41,73.99,170,3.45234,3.9728838252,0,1015,10
"2473","EWR",2013,4,14,4,50,41,71.07,0,0,0,0,1015.6,10
"2474","EWR",2013,4,14,5,50,42.08,74.1,170,3.45234,3.9728838252,0,1015.3,10
"2475","EWR",2013,4,14,6,48.92,42.08,77.14,0,0,0,0,1014.9,10
"2476","EWR",2013,4,14,7,48.02,41,76.53,230,3.45234,3.9728838252,0,1014.9,10
"2477","EWR",2013,4,14,8,48.92,39.02,68.51,0,0,0,0,1015.1,10
"2478","EWR",2013,4,14,9,48.02,39.92,73.39,280,6.90468,7.9457676504,0,1015.6,10
"2479","EWR",2013,4,14,10,46.94,39.02,73.79,250,3.45234,3.9728838252,0,1016.4,10
"2480","EWR",2013,4,14,11,51.08,35.96,56.05,260,6.90468,7.9457676504,0,1017,10
"2481","EWR",2013,4,14,12,53.06,33.08,46.46,280,14.96014,17.2158299092,0,1017.4,10
"2482","EWR",2013,4,14,13,55.94,32,40.05,260,24.16638,27.8101867764,0,1017.4,10
"2483","EWR",2013,4,14,14,57.02,30.92,36.87,290,17.2617,19.864419126,0,1017.8,10
"2484","EWR",2013,4,14,15,57.02,30.02,35.54,290,18.41248,21.1887137344,0,1018.4,10
"2485","EWR",2013,4,14,16,57.02,26.06,30.21,290,12.65858,14.5672406924,0,1018.2,10
"2486","EWR",2013,4,14,17,57.92,26.06,29.25,300,18.41248,21.1887137344,0,1018.1,10
"2487","EWR",2013,4,14,18,57.92,24.98,27.96,310,14.96014,17.2158299092,0,1018.2,10
"2488","EWR",2013,4,14,19,59,24.98,26.9,330,18.41248,21.1887137344,0,1018,10
"2489","EWR",2013,4,14,20,60.08,26.06,27.07,310,12.65858,14.5672406924,0,1018.8,10
"2490","EWR",2013,4,14,21,57.92,24.98,27.96,340,9.20624,10.5943568672,0,1018.9,10
"2491","EWR",2013,4,14,22,55.94,24.98,30.04,330,11.5078,13.242946084,0,1019.8,10
"2492","EWR",2013,4,14,23,51.98,28.04,39.4,20,11.5078,13.242946084,0,1021,10
"2493","EWR",2013,4,15,0,51.08,28.04,40.73,20,8.05546,9.2700622588,0,1021.8,10
"2494","EWR",2013,4,15,1,51.98,28.04,39.4,40,10.35702,11.9186514756,0,1022.3,10
"2495","EWR",2013,4,15,2,50,26.96,40.55,40,6.90468,7.9457676504,0,1022.6,10
"2496","EWR",2013,4,15,3,50,26.96,40.55,60,10.35702,11.9186514756,0,1023.2,10
"2497","EWR",2013,4,15,4,48.92,26.06,40.68,60,10.35702,11.9186514756,0,1023.8,10
"2498","EWR",2013,4,15,5,48.02,26.06,42.07,70,8.05546,9.2700622588,0,1023.5,10
"2499","EWR",2013,4,15,6,46.94,24.98,41.89,80,6.90468,7.9457676504,0,1023.9,10
"2500","EWR",2013,4,15,7,46.94,24.08,40.35,0,0,0,0,1024.7,10
"2501","EWR",2013,4,15,8,46.94,24.08,40.35,110,4.60312,5.2971784336,0,1025.6,10
"2502","EWR",2013,4,15,9,46.94,24.98,41.89,90,5.7539,6.621473042,0,1026.1,10
"2503","EWR",2013,4,15,10,46.94,24.98,41.89,90,5.7539,6.621473042,0,1026.5,10
"2504","EWR",2013,4,15,11,48.02,24.98,40.22,90,6.90468,7.9457676504,0,1027.6,10
"2505","EWR",2013,4,15,12,48.92,24.98,38.89,120,4.60312,5.2971784336,0,1028.4,10
"2506","EWR",2013,4,15,13,50,24.98,37.36,120,10.35702,11.9186514756,0,1027.9,10
"2507","EWR",2013,4,15,14,51.08,26.06,37.54,150,10.35702,11.9186514756,0,1027.8,10
"2508","EWR",2013,4,15,15,53.06,26.96,36.22,130,6.90468,7.9457676504,0,1027.7,10
"2509","EWR",2013,4,15,16,53.06,28.04,37.86,110,8.05546,9.2700622588,0,1027.1,10
"2510","EWR",2013,4,15,17,53.96,28.94,38.01,110,9.20624,10.5943568672,0,1027.1,10
"2511","EWR",2013,4,15,18,53.06,28.04,37.86,150,11.5078,13.242946084,0,1027.2,10
"2512","EWR",2013,4,15,19,53.06,30.02,41.05,140,8.05546,9.2700622588,0,1026.9,10
"2513","EWR",2013,4,15,20,53.06,30.92,42.58,140,9.20624,10.5943568672,0,1026.6,10
"2514","EWR",2013,4,15,21,51.08,32,47.85,140,9.20624,10.5943568672,0,1027.1,10
"2515","EWR",2013,4,15,22,51.08,35.06,54.09,150,6.90468,7.9457676504,0,1027.1,10
"2516","EWR",2013,4,15,23,48.92,39.02,68.51,140,8.05546,9.2700622588,0,1027.8,10
"2517","EWR",2013,4,16,0,48.02,39.92,73.39,150,8.05546,9.2700622588,0,1028.2,10
"2518","EWR",2013,4,16,1,48.02,41,76.53,140,6.90468,7.9457676504,0,1028.5,10
"2519","EWR",2013,4,16,2,48.02,42.08,79.79,130,4.60312,5.2971784336,0,1028.6,10
"2520","EWR",2013,4,16,3,48.02,41,76.53,150,5.7539,6.621473042,0,1028.6,10
"2521","EWR",2013,4,16,4,48.02,41,76.53,140,6.90468,7.9457676504,0,1028.4,10
"2522","EWR",2013,4,16,5,48.02,42.08,79.79,110,3.45234,3.9728838252,0,1028.1,10
"2523","EWR",2013,4,16,6,48.02,42.08,79.79,0,0,0,0,1027.9,10
"2524","EWR",2013,4,16,7,48.02,42.08,79.79,90,3.45234,3.9728838252,0,1027.8,10
"2525","EWR",2013,4,16,8,48.92,42.98,79.86,110,4.60312,5.2971784336,0,1027.6,10
"2526","EWR",2013,4,16,9,48.92,42.98,79.86,110,4.60312,5.2971784336,0,1027.5,10
"2527","EWR",2013,4,16,10,50,44.06,79.94,NA,3.45234,3.9728838252,0,1027.8,10
"2528","EWR",2013,4,16,11,51.08,44.96,79.48,110,4.60312,5.2971784336,0,1027.9,10
"2529","EWR",2013,4,16,12,53.96,46.04,74.48,130,4.60312,5.2971784336,0,1027.5,10
"2530","EWR",2013,4,16,13,55.94,46.94,71.7,160,6.90468,7.9457676504,0,1027.8,10
"2531","EWR",2013,4,16,14,57.92,48.02,69.52,150,10.35702,11.9186514756,0,1027.4,10
"2532","EWR",2013,4,16,15,60.08,48.92,66.56,140,10.35702,11.9186514756,0,1026.5,10
"2533","EWR",2013,4,16,16,60.98,48.92,64.46,140,14.96014,17.2158299092,0,1025.3,10
"2534","EWR",2013,4,16,17,62.06,51.08,67.24,130,12.65858,14.5672406924,0,1024.7,10
"2535","EWR",2013,4,16,18,62.96,51.98,67.34,140,16.11092,18.5401245176,0,1023.5,10
"2536","EWR",2013,4,16,19,64.04,51.98,64.84,150,12.65858,14.5672406924,0,1022.6,10
"2537","EWR",2013,4,16,20,64.04,53.06,67.46,140,10.35702,11.9186514756,0,1022.1,10
"2538","EWR",2013,4,16,21,64.04,51.98,64.84,160,10.35702,11.9186514756,0,1021,10
"2539","EWR",2013,4,16,22,62.96,51.98,67.34,150,11.5078,13.242946084,0,1019.7,10
"2540","EWR",2013,4,16,23,64.94,53.06,65.37,190,16.11092,18.5401245176,0,1019.7,10
"2541","EWR",2013,4,17,0,64.04,53.06,67.46,200,18.41248,21.1887137344,0,1020.6,10
"2542","EWR",2013,4,17,1,62.06,53.06,72.33,190,10.35702,11.9186514756,0,1020.9,10
"2543","EWR",2013,4,17,2,62.06,53.06,72.33,190,9.20624,10.5943568672,0,1020.5,10
"2544","EWR",2013,4,17,3,62.06,53.06,72.33,210,16.11092,18.5401245176,0,1020.4,10
"2545","EWR",2013,4,17,4,62.06,53.06,72.33,220,12.65858,14.5672406924,0,1020,10
"2546","EWR",2013,4,17,5,62.06,53.96,74.75,230,11.5078,13.242946084,0,1019.9,10
"2547","EWR",2013,4,17,6,62.06,53.96,74.75,250,6.90468,7.9457676504,0,1019.8,10
"2548","EWR",2013,4,17,7,60.8,55.4,82.37,240,6.90468,7.9457676504,0,NA,10
"2549","EWR",2013,4,17,8,62.06,55.94,80.34,250,9.20624,10.5943568672,0,1019.8,10
"2550","EWR",2013,4,17,9,60.08,53.06,77.59,350,14.96014,17.2158299092,0,1019.8,10
"2551","EWR",2013,4,17,10,57.2,51.8,82.12,340,13.80936,15.8915353008,0.01,NA,10
"2552","EWR",2013,4,17,11,57.02,44.96,63.97,350,14.96014,17.2158299092,0,1022.9,10
"2553","EWR",2013,4,17,12,57.2,44.6,62.69,350,13.80936,15.8915353008,0,NA,10
"2554","EWR",2013,4,17,13,57.92,42.08,55.47,20,9.20624,10.5943568672,0,1023.4,10
"2555","EWR",2013,4,17,14,62.06,37.04,39.33,340,8.05546,9.2700622588,0,1023.4,10
"2556","EWR",2013,4,17,15,66.02,35.96,32.81,330,9.20624,10.5943568672,0,1022.8,10
"2557","EWR",2013,4,17,16,68,33.08,27.31,340,4.60312,5.2971784336,0,1022.4,10
"2558","EWR",2013,4,17,17,71.96,30.02,21.09,360,8.05546,9.2700622588,0,1022.4,10
"2559","EWR",2013,4,17,18,71.96,28.94,20.18,340,10.35702,11.9186514756,0,1022.5,10
"2560","EWR",2013,4,17,19,71.06,33.08,24.6,10,8.05546,9.2700622588,0,1022,10
"2561","EWR",2013,4,17,20,69.08,33.98,27.29,70,6.90468,7.9457676504,0,1022,10
"2562","EWR",2013,4,17,21,69.98,35.06,27.62,NA,5.7539,6.621473042,0,1022.7,10
"2563","EWR",2013,4,17,22,68,37.04,31.97,90,4.60312,5.2971784336,0,1023.1,10
"2564","EWR",2013,4,17,23,62.06,39.02,42.51,140,5.7539,6.621473042,0,1023.6,10
"2565","EWR",2013,4,18,0,60.98,37.94,42.33,130,4.60312,5.2971784336,0,1024.4,10
"2566","EWR",2013,4,18,1,57.92,39.02,49.26,0,0,0,0,1025.3,10
"2567","EWR",2013,4,18,2,57.92,41,53.2,70,3.45234,3.9728838252,0,1025.1,10
"2568","EWR",2013,4,18,3,57.02,39.02,50.88,0,0,0,0,1025.6,10
"2569","EWR",2013,4,18,4,55.94,39.92,54.8,170,3.45234,3.9728838252,0,1026.2,10
"2570","EWR",2013,4,18,5,53.96,41,61.41,150,3.45234,3.9728838252,0,1025.8,10
"2571","EWR",2013,4,18,6,51.98,39.92,63.33,0,0,0,0,1025.9,10
"2572","EWR",2013,4,18,7,53.06,41,63.47,120,6.90468,7.9457676504,0,1026.1,10
"2573","EWR",2013,4,18,8,51.98,42.08,68.86,110,4.60312,5.2971784336,0,1026.4,10
"2574","EWR",2013,4,18,9,51.98,42.98,71.28,90,4.60312,5.2971784336,0,1026.2,10
"2575","EWR",2013,4,18,10,53.06,44.06,71.4,80,5.7539,6.621473042,0,1027,10
"2576","EWR",2013,4,18,11,53.96,42.98,66.28,90,9.20624,10.5943568672,0,1027.1,10
"2577","EWR",2013,4,18,12,57.02,39.92,52.7,100,6.90468,7.9457676504,0,1027.2,10
"2578","EWR",2013,4,18,13,57.02,37.94,48.78,130,11.5078,13.242946084,0,1027.6,10
